geoid,place,County-Person-age-Years5Onwards-nativity-USC_ForeignBorn,County-Person-age-Years25Onwards-educationalAttainment-RegularHighSchoolDiploma,County-Person-age-Years18Onwards-armedForcesStatus-Civilian-veteranStatus-Veteran,County-Person-placeOfBirth-BornInStateOfResidence,County-Person-gender-Female,County-Person-race-USC_TwoOrMoreRaces,County-Person-age-Years15Onwards-income-USDollar75000Onwards-incomeStatus-WithIncome,County-HousingUnit-occupancyStatus-OccupiedHousingUnit-occupancyTenure-OwnerOccupied,County-Person-povertyStatus-BelowPovertyLevelInThePast12Months,County-Person-age-Years15Onwards-maritalStatus-NowMarriedExceptSeparated,County-Person
17169,Schuyler County,82,1784,841,6637,3578,71,356,2475,1153,3696,7490
18183,Whitley County,283,8559,2628,26903,16557,475,1807,10701,2704,15163,33274
19045,Clinton County,746,11156,4259,36892,24882,833,3072,14884,6718,20763,48896
18123,Perry County,79,5199,1406,14866,9049,245,747,5921,1932,8654,19450
19171,Tama County,487,4219,1496,14461,8986,276,851,5076,1969,8090,17661
19145,Page County,302,3575,1590,9354,7681,259,709,4695,2038,7094,15838
19107,Keokuk County,49,2843,788,8963,5172,77,356,3510,1348,4702,10428
12093,Okeechobee County,4794,6643,3063,20476,18465,539,1244,9607,9955,14540,39642
13139,Hall County,28052,28749,10555,102442,91383,2881,11750,41508,33538,75423,182841
18167,Vigo County,3547,19309,7960,78648,53288,2954,4911,25287,19781,38281,108084
12007,Bradford County,689,5626,2741,18962,12366,606,836,6891,4404,10271,27981
13051,Chatham County,17345,40761,24730,155685,140161,5134,20167,58886,49959,91104,271102
17049,Effingham County,303,7426,2605,29545,17147,338,2097,10606,3066,15374,34274
19149,Plymouth County,448,5805,2025,20159,12605,288,1643,7825,1571,12118,24923
13119,Franklin County,604,4466,1375,16439,11137,287,717,6301,4024,9948,21998
13235,Pulaski County,255,2625,932,9188,6744,152,338,2743,1608,4150,11775
18059,Hancock County,1050,13994,5381,54424,35923,1071,6011,20903,5289,31994,70466
12071,Lee County,95167,131990,63839,166966,322600,10271,46604,171124,96549,275352,633968
13003,Atkinson County,1007,1634,540,5713,4235,164,205,1929,2671,3138,8332
13089,DeKalb County,112647,88408,41447,312572,365259,13977,67759,149940,130160,216551,700308
19169,Story County,7533,8173,4787,56305,43809,1553,6717,19372,17250,33099,90750
16025,Camas County,142,211,133,606,571,22,51,314,196,605,1267
13299,Ware County,1210,7510,2528,27715,18106,157,1368,8794,8111,13486,36008
18111,Newton County,276,4105,986,9036,7029,219,830,4114,1567,6549,14151
13133,Greene County,612,3859,1457,11529,8141,151,1270,4802,3547,7242,16091
19155,Pottawattamie County,3021,19278,7373,52250,47425,1773,5401,25593,12468,38154,92962
17115,Macon County,2280,21423,9711,88103,57410,3453,7464,31252,18707,43559,110262
19079,Hamilton County,344,3381,1323,12379,7797,193,744,4540,1869,7036,15486
19065,Fayette County,180,4941,1717,17190,10449,299,876,6463,2307,8917,20822
17039,De Witt County,176,4332,1373,14027,8229,279,1015,5239,2259,7553,16511
13097,Douglas County,11270,22555,10690,68752,69244,2681,8708,32314,21227,50993,133486
12051,Hendry County,9514,6157,1820,19030,17616,618,1187,7810,9648,12531,38346
13025,Brantley County,134,4447,1327,13368,9240,43,435,5266,4010,7790,18409
19111,Lee County,703,8668,3552,25685,17781,756,1366,10522,5262,14783,35736
19135,Monroe County,341,2000,645,6376,3994,22,433,2537,924,3872,8010
13009,Baldwin County,1210,8221,3079,36802,23165,475,2066,9348,12514,13712,46018
13093,Dooly County,605,3133,1214,12282,6512,67,290,3423,3525,4996,14554
17015,Carroll County,489,4061,1395,10831,7613,274,918,5101,2038,7030,15199
17091,Kankakee County,5311,22149,8404,89030,57595,2598,7333,28405,17848,42147,112991
13179,Liberty County,4196,9388,10207,23075,32556,2561,2932,11773,11687,26786,64899
19039,Clarke County,516,2465,695,6954,4655,53,349,2608,1238,3764,9311
12039,Gadsden County,3007,9259,3285,32868,23703,670,1358,11867,11814,15426,46860
19071,Fremont County,49,1860,776,4145,3682,101,409,2297,727,3416,7291
17147,Piatt County,208,3557,1324,13546,8379,265,1570,5397,1022,8318,16620
16013,Blaine County,2895,2275,1347,7069,10376,141,2379,6451,1758,10433,21294
12113,Santa Rosa County,6768,23733,20921,58952,76756,6556,12934,42240,18546,70731,155579
19041,Clay County,358,3942,1360,12634,8536,212,1004,5305,1443,7569,16604
19123,Mahaska County,340,5324,1481,18231,11213,335,885,6393,3462,9964,22428
19133,Monona County,79,2572,965,6925,4619,228,488,2813,806,4230,9208
18039,Elkhart County,16703,38518,11289,132282,100637,4839,8191,50183,32619,81017,198662
13185,Lowndes County,4202,16158,9100,66614,56764,2893,4724,21394,25952,36588,111334
13211,Morgan County,321,3731,1357,13039,9193,302,1247,5022,2716,7914,17870
17083,Jersey County,273,4608,2436,17420,11661,207,1510,6991,1668,10238,22850
19001,Adair County,86,2168,790,6544,3801,82,406,2540,704,3619,7588
16035,Clearwater County,173,1847,1041,3608,3904,183,364,2841,971,4240,8638
19127,Marshall County,4838,7785,3538,28732,20288,548,2055,11268,4810,17986,40800
13073,Columbia County,8626,16726,13290,61752,65824,2647,14608,34682,10571,58325,128213
17047,Edwards County,41,1510,556,4592,3402,99,223,2179,757,2865,6695
13163,Jefferson County,206,3894,1109,14196,8567,247,320,4072,5073,5706,16696
13111,Fannin County,248,6050,2322,12189,12042,308,718,7775,5376,11933,23614
12001,Alachua County,26449,26051,17015,128110,128895,7330,17673,52002,58496,78889,249848
19159,Ringgold County,34,1204,401,3612,2610,16,240,1586,651,2533,5107
12055,Highlands County,10693,22736,12995,32871,50362,1498,3184,31122,19475,44880,98275
17181,Union County,487,3389,1591,12012,8822,175,799,5187,3381,7504,17722
18005,Bartholomew County,5846,15714,5460,53154,39382,984,6095,21297,9363,34108,77930
12029,Dixie County,440,3517,2085,10407,7778,376,254,4810,2641,6599,16234
12127,Volusia County,34371,100179,54343,172945,254346,9386,27048,140992,81484,201183,496268
16005,Bannock County,2545,11503,5638,52396,41599,2213,4210,20831,12551,33054,83091
13311,White County,535,5150,2222,17170,13848,200,1404,8757,5400,14149,27400
18107,Montgomery County,1002,9982,2793,29463,19007,424,1865,10539,6165,17458,38215
12123,Taylor County,547,4178,2310,15137,9890,353,723,5991,3232,8083,22660
18173,Warrick County,1475,11684,4677,40805,30354,1107,5238,18713,5305,30125,60163
16059,Lemhi County,116,1363,1004,3038,3934,154,436,2733,1802,4013,7853
16051,Jefferson County,1106,3656,1587,17458,13152,529,1377,6754,3442,12076,26389
19125,Marion County,756,6678,2484,25537,16835,425,1900,9622,2923,16022,33318
12045,Gulf County,512,3598,1384,9478,6848,205,703,3859,2209,6134,15793
18065,Henry County,449,12808,4313,39196,23900,924,1657,13472,7820,20166,49275
13019,Berrien County,527,3055,1453,14058,9809,438,591,5409,4246,8202,19174
19153,Polk County,36931,62298,26762,301196,222946,11481,40117,119829,50853,179122,438307
17053,Ford County,115,3359,1164,11460,7091,159,774,4330,1416,6117,13991
17035,Cumberland County,116,2540,982,9353,5496,58,519,3379,1497,4863,11015
18181,White County,848,6492,2075,18633,12422,426,1141,7305,2600,11940,24542
13069,Coffee County,2604,8357,2488,33288,21026,255,1510,10054,9572,14994,42841
13249,Schley County,108,897,267,3845,2514,162,207,1178,1114,2135,5017
19089,Howard County,103,2704,694,6990,4826,72,318,3098,1087,4323,9560
13169,Jones County,571,6391,1774,22837,14837,173,1624,8214,4699,11789,28650
13223,Paulding County,5905,26306,10479,81116,73448,2691,9351,39296,16303,63295,143845
18069,Huntington County,551,8614,2703,28462,18898,440,1659,10937,4281,16631,37044
19053,Decatur County,127,1682,612,5612,4183,88,241,2178,1476,3551,8308
18103,Miami County,446,8940,3454,28673,17055,664,1404,9945,5968,14771,36624
13261,Sumter County,1096,5643,1955,25912,16927,459,1189,6685,9693,9633,32099
13071,Colquitt County,4932,8990,2367,33553,23181,353,1296,10533,11965,16817,45781
18081,Johnson County,5394,27712,9895,102808,72155,2279,12686,37935,14733,63468,141796
19011,Benton County,282,5964,2160,21634,12917,331,1609,8102,2159,12702,25971
13153,Houston County,8186,21582,18505,79107,73470,3844,11754,35098,21483,58312,143205
13251,Screven County,65,3583,946,11877,7370,327,585,3656,3795,4972,14455
17057,Fulton County,620,8476,3195,31607,17729,695,1523,11036,4566,16029,36829
19055,Delaware County,143,4809,1200,15449,8861,210,1078,5621,1452,8498,17665
13037,Calhoun County,325,1070,420,4819,2655,46,146,1274,1972,1886,6592
16057,Latah County,1410,3516,2141,15427,18212,1192,1810,8471,7028,14661,37636
18031,Decatur County,491,7059,1959,20938,13086,248,990,6918,3591,11258,25939
17097,Lake County,126725,82969,35286,418342,351688,18192,105513,183009,61256,306582,702099
13201,Miller County,43,1390,354,4971,3130,28,256,1832,1354,2527,6054
17187,Warren County,958,3508,1299,13243,9062,146,784,5119,2614,6997,17762
15001,Hawaii County,20230,38739,15729,108931,93330,54049,11791,42661,33720,71842,187044
17077,Jackson County,3293,6856,4349,42553,29848,1730,3107,12576,16711,18473,60055
13079,Crawford County,105,2529,887,9949,6109,227,578,3649,2568,5286,12607
19163,Scott County,5682,26691,12299,104843,85181,4494,14907,46271,21446,67282,167080
12061,Indian River County,14403,25214,15463,43752,72176,2109,11549,43482,20839,63331,139356
12107,Putnam County,3559,15726,8293,41766,37207,1261,2568,21408,19055,28559,73683
13209,Montgomery County,341,2335,562,7320,4497,78,310,2211,2023,3359,9050
19031,Cedar County,239,4613,1620,14766,9395,200,1073,6040,1461,9079,18452
17033,Crawford County,208,3935,1805,13537,9500,599,1366,6179,2688,8822,19707
19017,Bremer County,153,5040,1914,20306,12408,210,1920,7525,1655,11859,24387
12069,Lake County,25489,63024,34327,102571,155327,6210,16849,88280,40870,139976,300926
13297,Walton County,3743,14279,5764,54786,43200,1541,4945,22166,11494,38212,84397
06087,Santa Cruz County,48233,23023,12471,161630,132958,11039,33452,55007,37239,96825,264808
01121,Talladega County,1277,17028,6691,67548,42032,1104,3131,22403,17989,32475,81845
04003,Cochise County,15108,16233,18795,44622,64071,6958,9621,33832,20786,53608,131038
02195,Petersburg Borough,173,754,345,1439,1823,350,507,1137,509,1612,3806
02130,Ketchikan Gateway Borough,984,2399,1421,5741,6530,1371,1429,3099,1363,5382,13595
08001,Adams County,66892,68650,27662,230234,224641,16341,29626,100221,63540,176322,452030
01115,St. Clair County,1473,16155,6928,66150,42240,766,5312,25546,12527,38152,84521
01001,Autauga County,880,9814,5922,37217,28114,755,4073,15418,6615,22829,54907
05101,Newton County,62,2102,838,5122,4059,320,194,2895,1916,4090,8211
01077,Lauderdale County,1913,17770,7000,64667,48210,1117,5600,26878,15594,40606,92666
08007,Archuleta County,391,2284,1162,3642,5922,274,975,3598,1161,6047,12109
01051,Elmore County,1673,13972,8364,56791,40891,1251,5203,21397,9930,34372,79895
01061,Geneva County,491,5432,2336,19037,13733,452,975,7888,5591,11446,26791
08109,Saguache County,662,914,521,3074,3041,330,244,1800,1518,2648,6200
05109,Pike County,420,2085,862,7413,5750,169,306,3163,2737,5156,11250
05129,Searcy County,66,1759,745,4922,4082,226,145,2554,2090,3701,8101
08013,Boulder County,32412,20340,15432,97795,149870,8611,47382,76101,41412,120285,301072
01125,Tuscaloosa County,6913,30905,12198,144631,101628,1656,11369,43713,35293,68751,196824
08049,Grand County,686,2259,1467,5426,6658,122,1364,3915,1602,5996,14535
05055,Greene County,486,9080,3801,28803,21522,618,1451,10514,7155,18316,42580
02050,Bethel Census Area,190,3163,909,15103,8271,850,1111,2796,3880,4722,17356
01015,Calhoun County,2797,20825,11385,84218,60936,2085,5850,31028,25105,45196,117714
05091,Miller County,411,9466,3406,15665,22134,1007,1901,11389,8257,16616,43515
06009,Calaveras County,1899,8272,5216,32774,22535,1738,4475,14666,4849,22851,45147
05135,Sharp County,237,4551,2092,9566,8737,264,289,5616,4062,8064,17203
05139,Union County,877,8916,3090,30006,21211,539,1902,11506,8734,16861,41307
06075,San Francisco County,289769,75676,29478,313727,402218,34663,169205,126394,108306,277015,817501
08101,Pueblo County,6378,24961,15351,103429,81314,6707,7859,41032,29637,60656,160048
05123,St. Francis County,675,5510,1905,18543,12655,530,603,5174,6816,8797,27914
08105,Rio Grande County,780,2106,1000,7213,5983,358,516,3184,2227,5162,11913
06035,Lassen County,2382,4360,3119,22948,11463,1269,2327,6259,3953,12266,34018
05087,Madison County,329,3792,1279,9774,7828,370,569,4628,3518,7015,15671
08017,Cheyenne County,185,407,137,1294,1069,24,136,642,154,1018,2189
05111,Poinsett County,307,5531,1835,17880,12522,301,742,5853,6665,9495,24403
05041,Desha County,231,3060,754,10440,6830,159,418,2968,3809,4386,12774
05145,White County,1915,14933,6022,50698,39662,1675,4096,20261,12914,35074,77767
02275,Wrangell and Borough,66,626,364,1035,1161,192,188,820,223,1070,2371
02164,Lake and Peninsula Borough,25,238,79,1112,751,75,95,327,305,499,1454
01019,Cherokee County,185,5523,2174,14836,13125,320,1172,8866,5415,13474,26034
02240,Southeast Fairbanks Census Area,642,1182,973,2436,3173,348,830,1546,924,3168,7047
02013,Aleutians East Borough,1779,945,99,729,836,95,141,238,523,1499,3141
08045,Garfield County,8444,7832,3465,23282,27493,1347,4581,13072,6598,24135,56687
01085,Lowndes County,21,2449,626,9693,5853,29,488,3156,2937,2990,11086
05047,Franklin County,146,3899,1643,12484,9189,344,599,5012,3632,7568,18063
08103,Rio Blanco County,457,1336,556,3066,3234,108,746,1814,974,3176,6770
06107,Tulare County,101210,53505,18289,291188,222623,15475,21031,75688,115313,160865,446644
06111,Ventura County,188132,91886,47834,464839,417296,34366,110618,173340,90471,335849,829017
05113,Polk County,576,4432,2163,10476,10475,514,574,6216,4711,9063,20540
01079,Lawrence County,355,7150,1891,28260,17394,1789,1468,10725,5923,14875,34009
06001,Alameda County,470189,183227,63738,764710,782408,90191,233304,289960,188501,590486,1535248
05033,Crawford County,2511,12403,5321,38421,31534,1984,2097,17352,12350,27778,61796
06033,Lake County,5480,11001,6777,43069,31894,1773,3586,16616,15860,25037,64260
08011,Bent County,361,1236,614,3348,2177,112,206,1190,782,2240,6141
08075,Logan County,1288,4166,1999,14025,10135,632,1083,5564,3788,8374,22607
06025,Imperial County,56485,19321,6405,99745,85118,7298,8150,27107,38286,62207,175201
05085,Lonoke County,1486,12863,7426,43716,35151,1129,4091,18346,9076,30767,69266
05017,Chicot County,383,2674,905,8196,5950,53,360,2990,3592,4053,11621
02230,Skagway Municipality,96,228,47,314,509,48,107,244,59,444,1080
01047,Dallas County,331,8828,2897,37341,23190,550,1188,9847,15143,11606,43091
06039,Madera County,32463,18394,8266,96556,78302,4967,6808,25838,32604,55571,151435
05007,Benton County,24457,38156,16452,90192,115104,6203,19129,56388,27327,105516,227439
04001,Apache County,1210,12041,4109,51434,36057,1371,1436,14585,25573,18980,71978
01039,Covington County,515,7201,3433,28104,19586,488,1635,11293,7446,15936,37847
02020,Anchorage Municipality,27617,35089,30292,104852,145028,26815,42398,63745,22874,113220,295237
05011,Bradley County,765,2747,765,8548,5850,82,345,3294,3522,4876,11418
05045,Faulkner County,3368,18000,8027,75684,59010,2372,7191,27638,16147,45755,115928
06077,San Joaquin County,159257,92812,35277,433134,348072,48121,50185,125680,123115,255121,693177
05149,Yell County,2758,5103,1426,13091,11077,234,440,5258,4927,9257,22014
05005,Baxter County,793,9551,5725,15084,21425,469,1211,13880,6278,20643,41281
01111,Randolph County,383,4757,1598,14316,11672,331,682,6513,5437,10099,22819
05023,Cleburne County,521,5586,3158,15586,13024,360,1258,7912,4003,12237,25856
01109,Pike County,1295,5818,2516,24661,17256,597,1444,7494,8563,11175,32977
05105,Perry County,80,2492,1002,7571,5200,142,436,3104,1587,4850,10381
01071,Jackson County,1158,10760,4000,36440,26872,1083,2021,15624,8397,24481,53171
06083,Santa Barbara County,99479,39776,26102,232794,212746,16313,44638,74579,65740,157060,427288
01101,Montgomery County,9687,30886,20008,164538,120049,3129,16268,54517,46855,72881,228980
04023,Santa Cruz County,15775,6754,2223,21463,24497,893,2203,10003,12285,19217,47122
05117,Prairie County,24,2375,824,7120,4359,67,197,2724,1790,3841,8573
06073,San Diego County,729823,346648,234211,1511717,1562170,146170,362425,579661,441648,1205301,3138265
05051,Garland County,3523,18017,10575,53937,49997,1707,5171,27360,19558,40373,96547
08087,Morgan County,3530,4591,1638,16316,14171,832,1138,6631,3679,11556,28308
05057,Hempstead County,1291,5084,1556,14290,11698,542,654,5640,6080,8350,22509
01003,Baldwin County,6747,31399,19346,101376,95701,2697,14344,53225,25752,86595,187114
08073,Lincoln County,292,1153,486,3067,2174,63,271,1260,532,2093,5442
04013,Maricopa County,574233,492977,271518,1430469,1964913,111794,340550,882862,639233,1473748,3889161
08065,Lake County,1099,1235,516,3430,3563,152,358,2019,1032,2716,7332
06053,Monterey County,125296,44946,21572,220288,204224,15517,34354,62398,68185,157459,420569
01033,Colbert County,1075,10072,4376,41945,28217,867,2575,16048,9651,23411,54456
08119,Teller County,547,3781,3349,6384,11416,434,2278,7681,1614,11962,23276
01067,Henry County,490,3414,1497,12114,9053,95,794,5441,2452,7769,17308
01093,Marion County,312,5850,2287,21680,15373,424,1274,9633,6196,14332,30615
01095,Marshall County,7497,16026,7192,64413,47563,1726,4427,24617,18046,39478,93699
06091,Sierra County,222,749,440,1957,1630,57,238,975,599,1387,3127
08051,Gunnison County,664,1267,1031,5853,7029,253,1108,3718,2545,5867,15421
05029,Conway County,400,5433,1534,15610,10801,318,940,6030,5037,8733,21235
08067,La Plata County,1805,5968,3963,18771,25584,1063,4601,13932,5687,21799,52039
06101,Sutter County,21449,12401,6740,56199,47704,5477,6587,18898,15596,39202,94787
06023,Humboldt County,7702,20330,10437,92459,67156,6874,7181,29777,26600,46533,134613
05075,Lawrence County,101,4012,1443,12605,8792,241,236,4653,4191,7280,17227
08125,Yuma County,1073,1936,630,6132,5275,320,461,2567,818,4320,10093
05133,Sevier County,2860,2794,1055,8205,8706,488,369,4000,4125,6846,17137
06067,Sacramento County,284603,176751,94398,860009,732421,90798,134491,293263,248304,512491,1435207
08069,Larimer County,16393,30565,22809,120390,153718,9333,32285,79646,41846,130652,305798
04007,Gila County,1793,10298,6166,29041,26838,1175,2150,15619,11301,22596,53335
05025,Cleveland County,35,2200,630,7209,4341,102,371,2592,1520,4030,8648
06041,Marin County,48032,20145,15439,124559,129539,9427,58255,64596,19121,110770,254643
08083,Montezuma County,559,4434,2319,11138,12873,728,1427,7539,4831,11394,25512
01113,Russell County,1225,9400,5977,18635,28713,1128,2021,12962,12076,18382,55544
08053,Hinsdale County,14,98,111,203,438,10,109,306,41,516,809
06011,Colusa County,4983,2880,1126,13691,10302,986,1054,4335,2635,8640,21366
08089,Otero County,763,2659,1615,12674,9500,321,733,4804,4573,7393,18817
08021,Conejos County,260,1614,502,6540,4151,717,295,2397,1585,3572,8256
08077,Mesa County,5946,23941,13870,70512,74101,4151,11149,41990,21157,64042,147432
01053,Escambia County,240,7550,2995,27191,18465,393,1189,9915,9087,13524,38169
